Names,Frequency,Years,Gender,Rank
MIA,2102,2009,F,1493.0
VANESSA,2102,1994,F,1493.0
ETHAN,2101,2019,M,1495.0
ADRIAN,2099,2009,M,1496.0
SOPHIA,2097,2019,F,1497.0
AUSTIN,2096,1996,M,1498.0
SARAH,2096,1979,F,1498.0
KYLE,2095,1986,M,1500.0
MARIA,2095,1980,F,1500.0
MICHAEL,2095,2011,M,1500.0
SOFIA,2094,2014,F,1503.0
WILLIAM,2094,1983,M,1503.0
STEVEN,2093,1982,M,1505.0
JOSEPH,2091,2009,M,1506.0
NICOLE,2090,1994,F,1507.0
DANIEL,2088,2017,M,1508.0
MICHAEL,2088,2010,M,1508.0
RICHARD,2087,1977,M,1510.0
ANTHONY,2086,1968,M,1511.0
CAMILA,2086,2018,F,1511.0
JUSTIN,2084,1998,M,1513.0
KEVIN,2084,2007,M,1513.0
ANTHONY,2083,1979,M,1515.0
ANTHONY,2083,1980,M,1515.0
BRIAN,2083,1964,M,1515.0
CHRISTINA,2082,1980,F,1518.0
JESUS,2082,2001,M,1518.0
MICHELLE,2081,1987,F,1520.0
JUAN,2080,2006,M,1521.0
MATEO,2078,2020,M,1522.0
CHARLES,2077,1962,M,1523.0
LUIS,2077,2006,M,1523.0
MARIA,2077,1996,F,1523.0
MICHELLE,2077,1985,F,1523.0
CAMILA,2076,2021,F,1527.0
NATHAN,2075,2013,M,1528.0
ANTHONY,2074,2014,M,1529.0
JOSEPH,2074,1968,M,1529.0
CAMILA,2073,2019,F,1531.0
LAURA,2073,1961,F,1531.0
NICHOLAS,2073,1980,M,1531.0
SEBASTIAN,2073,2015,M,1531.0
WILLIAM,2073,1985,M,1531.0
ERIC,2072,1979,M,1536.0
JUAN,2072,2003,M,1536.0
TYLER,2072,1996,M,1536.0
NICHOLAS,2071,1979,M,1539.0
EMILY,2070,1993,F,1540.0
BRANDON,2068,2006,M,1541.0
ERIC,2068,1976,M,1541.0
ALYSSA,2067,1999,F,1543.0
ALEXANDER,2065,2001,M,1544.0
JESUS,2065,1995,M,1544.0
VANESSA,2065,1985,F,1544.0
ADAM,2064,1984,M,1547.0
CHRISTINA,2064,1989,F,1547.0
ANTHONY,2063,1963,M,1549.0
LUIS,2063,2003,M,1549.0
CHRISTINA,2062,1981,F,1551.0
BRIAN,2061,1962,M,1552.0
MICHELLE*,2061,1976,F,1552.0
CHRISTIAN,2060,2003,M,1554.0
ETHAN,2060,2018,M,1554.0
MIA,2060,2007,F,1554.0
CHRISTIAN,2059,2007,M,1557.0
JONATHAN,2057,2009,M,1558.0
ANTHONY,2056,1966,M,1559.0
SEBASTIAN,2056,2021,M,1559.0
JACOB,2054,2017,M,1561.0
SCOTT,2054,1965,M,1561.0
LAUREN,2052,1988,F,1563.0
VANESSA,2052,1987,F,1563.0
ALYSSA,2051,2001,F,1565.0
JAYDEN,2050,2008,M,1566.0
NOAH,2050,2009,M,1566.0
ANTHONY,2049,1978,M,1568.0
RYAN,2049,2006,M,1568.0
NICHOLAS,2048,1981,M,1570.0
JUAN,2047,2002,M,1571.0
MIA,2047,2020,F,1571.0
KEVIN,2046,2006,M,1573.0
RICHARD,2046,1979,M,1573.0
SCOTT,2044,1966,M,1575.0
ELIZABET*,2043,1961,F,1576.0
JULIAN,2040,2016,M,1577.0
NATALIE,2040,2005,F,1577.0
ASHLEY,2039,2008,F,1579.0
DAVID,2039,2013,M,1579.0
MIA,2039,2021,F,1579.0
ANGEL,2038,1999,M,1582.0
ERIC,2038,1973,M,1582.0
LAURA,2032,1960,F,1584.0
ROBERT,2032,1996,M,1584.0
CHRISTIAN,2030,2004,M,1586.0
SEBASTIAN,2029,2014,M,1587.0
LIAM,2028,2016,M,1588.0
VANESSA,2028,1986,F,1588.0
CHRISTOPHER,2027,2010,M,1590.0
HEATHER,2027,1984,F,1590.0
BRIAN,2026,1961,M,1592.0
CHRISTINA,2025,1978,F,1593.0
MARK,2025,1971,M,1593.0
LIAM,2023,2015,M,1595.0
RONALD,2023,1965,M,1595.0
ALEXIS,2022,1998,F,1597.0
JOSHUA,2020,1976,M,1598.0
CHRISTIN*,2019,1963,F,1599.0
ERIC,2019,1977,M,1599.0
ISABELLA,2018,2019,F,1601.0
ANTHONY,2017,1965,M,1602.0
JESUS,2016,2004,M,1603.0
JENNIFER,2015,2001,F,1604.0
CHRISTIAN,2014,2005,M,1605.0
LISA,2014,1973,F,1605.0
SOFIA,2014,2015,F,1605.0
BRANDON,2013,2008,M,1608.0
KEVIN,2012,1966,M,1609.0
LUIS,2011,2007,M,1610.0
THOMAS,2011,1970,M,1610.0
WILLIAM,2011,1972,M,1610.0
MIA,2008,2010,F,1613.0
KEVIN,2007,1967,M,1614.0
MATEO,2007,2017,M,1614.0
JESUS,2006,1996,M,1616.0
JESUS,2006,1997,M,1616.0
JUSTIN,2005,2001,M,1618.0
DAVID,2004,2014,M,1619.0
RYAN,2004,1976,M,1619.0
ALYSSA,2003,2000,F,1621.0
LUIS,2003,2005,M,1621.0
NICHOLAS,2003,2003,M,1621.0
AMANDA,2001,1995,F,1624.0
ANTHONY,2001,1962,M,1624.0
SOPHIA,2001,2020,F,1624.0
HEATHER,2000,1983,F,1627.0
SEBASTIAN,2000,2020,M,1627.0
WILLIAM,2000,1982,M,1627.0
ANTHONY,1999,1961,M,1630.0
STEPHANIE,1999,1982,F,1630.0
ALEXANDER,1998,2017,M,1632.0
DANIEL,1998,2018,M,1632.0
NICHOLAS,1998,2004,M,1632.0
JESUS,1995,1999,M,1635.0
LAURA,1995,1962,F,1635.0
JESSICA,1994,2002,F,1637.0
WILLIAM,1992,1984,M,1638.0
CHRISTINA,1991,1979,F,1639.0
MICHAEL,1989,2014,M,1640.0
MICHAEL,1988,2012,M,1641.0
JONATHAN,1987,2010,M,1642.0
MEGAN,1986,1990,F,1643.0
LUIS,1984,2002,M,1644.0
DIEGO,1983,2004,M,1645.0
JUAN,1983,2001,M,1645.0
KAREN,1983,1966,F,1645.0
AIDEN,1982,2012,M,1648.0
VANESSA,1979,1997,F,1649.0
JENNIFER,1977,2002,F,1650.0
SOFIA,1977,2013,F,1650.0
BRITTANY,1976,1987,F,1652.0
JESUS,1976,2002,M,1652.0
ELIZABETH,1975,1997,F,1654.0
RYAN,1974,2007,M,1655.0
ISAAC,1973,2007,M,1656.0
MARIA,1972,1982,F,1657.0
PAUL,1972,1970,M,1657.0
STEVEN,1972,1981,M,1657.0
ANTHONY,1970,1964,M,1660.0
MICHAEL,1969,2013,M,1661.0
BRIAN,1968,1960,M,1662.0
JESUS,1968,2005,M,1662.0
SUSAN,1968,1965,F,1662.0
CARLOS,1967,1999,M,1665.0
GABRIEL,1967,2003,M,1665.0
SOPHIA,1967,2006,F,1665.0
ALEXIS,1966,1999,F,1668.0
MARIA,1965,1994,F,1669.0
RICHARD,1965,1975,M,1669.0
SARAH,1965,1999,F,1669.0
VANESSA,1965,1998,F,1669.0
ADRIAN,1964,2010,M,1673.0
ISAAC,1964,2008,M,1673.0
MICHELLE,1962,1986,F,1675.0
LUIS,1961,2004,M,1676.0
RICHARD,1959,1974,M,1677.0
TIMOTHY,1959,1969,M,1677.0
VANESSA,1959,1995,F,1677.0
ERIC,1957,1974,M,1680.0
ERIC,1957,1978,M,1680.0
KEVIN,1957,1968,M,1680.0
MATTHEW,1957,1969,M,1680.0
ALYSSA,1953,1998,F,1684.0
KEVIN,1953,1971,M,1684.0
KIMBERLY,1953,1994,F,1684.0
CHRISTOP*,1951,1960,M,1687.0
LAURA,1951,1968,F,1687.0
GABRIEL,1950,2005,M,1689.0
JESUS,1950,2006,M,1689.0
MARIA,1949,1995,F,1691.0
EMILY,1948,2016,F,1692.0
ANGEL,1946,1998,M,1693.0
ANGEL,1946,2012,M,1693.0
JOSEPH,1945,1971,M,1695.0
JOSE,1944,1974,M,1696.0
MARIA,1944,1975,F,1696.0
RICHARD,1944,1978,M,1696.0
NATALIE,1942,2004,F,1699.0
JULIAN,1941,2018,M,1700.0
STEPHANIE,1941,1998,F,1700.0
CYNTHIA,1940,1966,F,1702.0
JULIAN,1940,2017,M,1702.0
MARIA,1939,1979,F,1704.0
RICHARD,1938,1976,M,1705.0
HEATHER,1937,1975,F,1706.0
JOSE,1936,2010,M,1707.0
NOAH,1936,2007,M,1707.0
AIDEN,1935,2010,M,1709.0
AUSTIN,1935,1997,M,1709.0
NATHAN,1934,2002,M,1711.0
JULIAN,1933,2011,M,1712.0
KEVIN,1933,1983,M,1712.0
NOAH,1933,2008,M,1712.0
DAVID,1932,2015,M,1715.0
DONALD,1929,1962,M,1716.0
ELIZABET*,1929,1963,F,1716.0
MARIA,1927,1976,F,1718.0
JUSTIN,1926,2002,M,1719.0
SANDRA,1926,1964,F,1719.0
STEVEN,1925,1972,M,1721.0
MARY,1924,1966,F,1722.0
STEPHANIE,1922,1981,F,1723.0
LAUREN,1921,1991,F,1724.0
ALYSSA,1920,2003,F,1725.0
ANDREW,1919,2013,M,1726.0
ELIZABETH,1918,1979,F,1727.0
JESUS,1918,1998,M,1727.0
KIMBERLY*,1918,1972,F,1727.0
ELIZABETH,1917,1998,F,1730.0
CARLOS,1916,2001,M,1731.0
BRANDON,1915,1981,M,1732.0
BRANDON,1915,1982,M,1732.0
KEVIN,1915,2008,M,1732.0
BENJAMIN,1914,2016,M,1735.0
DANIELLE,1914,1987,F,1735.0
JULIE,1913,1969,F,1737.0
CHRISTINA,1912,1990,F,1738.0
JASMINE,1912,1994,F,1738.0
ALEXANDER,1908,2018,M,1740.0
KENNETH,1908,1966,M,1740.0
NATALIE,1908,2007,F,1740.0
ANTHONY,1906,1960,M,1743.0
JOSHUA,1906,2011,M,1743.0
JULIAN,1906,2014,M,1743.0
ELIZABET*,1905,1960,F,1746.0
ANDREW,1904,2014,M,1747.0
HEATHER,1904,1974,F,1747.0
JULIAN,1904,2010,M,1747.0
VANESSA,1904,1984,F,1747.0
AIDEN,1903,2011,M,1751.0
JEFFREY,1903,1972,M,1751.0
GREGORY,1902,1965,M,1753.0
JULIAN,1900,2015,M,1754.0
OLIVIA,1899,2012,F,1755.0
RONALD,1899,1966,M,1755.0
JULIE,1897,1962,F,1757.0
SOFIA,1897,2016,F,1757.0
AIDEN,1896,2015,M,1759.0
JULIE,1895,1961,F,1760.0
SCOTT,1893,1960,M,1761.0
JESUS,1891,2003,M,1762.0
NICOLE,1891,1978,F,1762.0
JESUS,1889,2000,M,1764.0
STEVEN,1889,1978,M,1764.0
CRYSTAL,1886,1983,F,1766.0
STEVEN,1886,1980,M,1766.0
MELISSA,1885,1976,F,1768.0
SOPHIA,1885,2005,F,1768.0
SARAH,1884,1977,F,1770.0
ALEXIS,1883,1997,F,1771.0
JASMINE,1883,1993,F,1771.0
CHRISTIAN,1882,2008,M,1773.0
LORI,1881,1961,F,1774.0
ANTHONY,1880,1977,M,1775.0
CHARLES,1880,1964,M,1775.0
ERIC,1878,1964,M,1777.0
NATALIE,1875,2008,F,1778.0
ISABELLA,1874,2020,F,1779.0
BENJAMIN,1873,2014,M,1780.0
HEATHER,1873,1985,F,1780.0
ISABELLA,1873,2002,F,1780.0
KEVIN,1873,1969,M,1780.0
AMANDA,1871,1980,F,1784.0
ALYSSA,1869,2002,F,1785.0
JONATHAN,1869,2011,M,1785.0
MARIA,1869,1989,F,1785.0
AIDEN,1867,2014,M,1788.0
DEBORAH,1867,1965,F,1788.0
JOSEPH,1867,1975,M,1788.0
TAYLOR,1867,1993,F,1788.0
NATHAN,1865,2014,M,1792.0
JOSHUA,1864,1975,M,1793.0
ISAAC,1863,2011,M,1794.0
MEGAN,1863,1991,F,1794.0
HEATHER,1861,1976,F,1796.0
LIAM,1861,2014,M,1796.0
TYLER,1861,1997,M,1796.0
JULIAN,1860,2019,M,1799.0
ISAAC,1859,2012,M,1800.0
JULIAN,1858,2013,M,1801.0
MARIA,1858,1974,F,1801.0
MEGAN,1858,1985,F,1801.0
MELISSA,1858,1994,F,1801.0
MICHAEL,1857,2015,M,1805.0
STEVEN,1856,1979,M,1806.0
ISAAC,1855,2009,M,1807.0
NATHAN,1855,2015,M,1807.0
JOSEPH,1853,2010,M,1809.0
JENNIFER*,1852,1966,F,1810.0
CRYSTAL,1851,1984,F,1811.0
DONALD,1851,1963,M,1811.0
BENJAMIN,1850,2017,M,1813.0
JAYDEN,1850,2016,M,1813.0
JOSEPH,1850,1974,M,1813.0
KIMBERLY*,1850,1961,F,1813.0
HANNAH,1849,2000,F,1817.0
DANIELLE,1848,1988,F,1818.0
EMILY,1848,1992,F,1818.0
MATEO,1848,2016,M,1818.0
JULIE,1847,1963,F,1821.0
SARAH,1847,2000,F,1821.0
ANDREW,1845,1981,M,1823.0
BENJAMIN,1844,2013,M,1824.0
ELIZABETH,1844,1999,F,1824.0
JULIAN,1844,2012,M,1824.0
MIA,1844,2008,F,1824.0
CRYSTAL,1843,1982,F,1828.0
ELIZABET*,1843,1964,F,1828.0
KATHLEEN*,1842,1961,F,1830.0
MICHELLE,1841,1994,F,1831.0
AMY,1840,1974,F,1832.0
ERIC,1840,1975,M,1832.0
WILLIAM,1840,1973,M,1832.0
PAMELA,1839,1960,F,1835.0
ALEXANDER,1838,2019,M,1836.0
KEVIN,1836,1982,M,1837.0
MARIA,1835,1978,F,1838.0
SAMANTHA,1835,1987,F,1838.0
CHRISTINA,1834,1991,F,1840.0
RYAN,1833,1975,M,1841.0
EMMA,1832,2003,F,1842.0
SAMANTHA,1832,2009,F,1842.0
RYAN,1831,2008,M,1844.0
ELIZABETH,1830,2000,F,1845.0
MASON,1830,2011,M,1845.0
JULIE,1829,1965,F,1847.0
KEVIN,1828,1977,M,1848.0
JULIE,1827,1964,F,1849.0
ALEXIS,1826,1996,F,1850.0
MARIA,1826,1977,F,1850.0
ALEXIS,1825,2000,F,1852.0
MASON,1825,2012,M,1852.0
LAUREN,1824,1992,F,1854.0
LORI,1823,1963,F,1855.0
MARIA,1821,1997,F,1856.0
SOPHIA,1821,2021,F,1856.0
DONNA,1820,1960,F,1858.0
BENJAMIN,1819,2015,M,1859.0
MASON,1819,2014,M,1859.0
JENNIFER*,1818,1967,F,1861.0
NATALIE,1817,2003,F,1862.0
JOSEPH,1814,1972,M,1863.0
TYLER,1814,1998,M,1863.0
ELIZABET*,1812,1965,F,1865.0
ADRIAN,1810,2011,M,1866.0
ELIZABET*,1810,1962,F,1866.0
JOHN,1810,1997,M,1866.0
JULIE,1807,1967,F,1869.0
ALYSSA,1806,2004,F,1870.0
LAURA,1806,1969,F,1870.0
EMILY,1805,2017,F,1872.0
DEBRA,1804,1963,F,1873.0
HEATHER,1804,1987,F,1873.0
AIDEN,1803,2009,M,1875.0
HEATHER,1803,1977,F,1875.0
LORI,1802,1962,F,1877.0
MEGAN,1800,1989,F,1878.0
ANTHONY,1798,1971,M,1879.0
ISAAC,1795,2014,M,1880.0
JASMINE,1791,1997,F,1881.0
BRITTANY,1789,1992,F,1882.0
SUSAN,1789,1966,F,1882.0
JOSEPH,1788,1973,M,1884.0
ADRIAN,1787,2012,M,1885.0
ELIZABETH,1787,1978,F,1885.0
TIMOTHY,1787,1970,M,1885.0
WILLIAM,1787,1981,M,1885.0
JEFFREY,1786,1974,M,1889.0
LINDA,1785,1964,F,1890.0
NICHOLAS,1785,1978,M,1890.0
OLIVIA,1785,2011,F,1890.0
JESSICA,1783,1976,F,1893.0
LISA,1783,1974,F,1893.0
CAMILA,1782,2017,F,1895.0
ROBERT,1781,1998,M,1896.0
WILLIAM,1780,1974,M,1897.0
BRITTANY,1779,1986,F,1898.0
KENNETH,1778,1967,M,1899.0
PAMELA,1778,1961,F,1899.0
JUAN,1776,1981,M,1901.0
ELIZABET*,1775,1977,F,1902.0
EMMA,1774,2010,F,1903.0
LOGAN,1774,2017,M,1903.0
CARLOS,1773,2000,M,1905.0
CHRISTOPHER,1773,2011,M,1905.0
MATTHEW,1773,1968,M,1905.0
KATHLEEN*,1772,1960,F,1908.0
BENJAMIN,1768,2018,M,1909.0
VANESSA,1768,1999,F,1909.0
ANTHONY,1766,2015,M,1911.0
ISAAC,1765,2010,M,1912.0
ABIGAIL,1764,2015,F,1913.0
MICHAEL,1764,2016,M,1913.0
ISAAC,1763,2013,M,1915.0
STEVEN,1763,1974,M,1915.0
CHRISTIAN,1762,2009,M,1917.0
HEATHER,1762,1986,F,1917.0
AIDEN,1761,2013,M,1919.0
BENJAMIN,1760,2019,M,1920.0
JOSEPH,1759,2011,M,1921.0
JULIAN,1759,2009,M,1921.0
ANGEL,1758,2013,M,1923.0
GABRIEL,1758,2001,M,1923.0
JULIE,1758,1970,F,1923.0
JEFFREY,1757,1973,M,1926.0
PATRICIA*,1757,1966,F,1926.0
JESSICA,1756,2003,F,1928.0
LAURA,1756,1965,F,1928.0
TIFFANY,1756,1988,F,1928.0
JASMINE,1754,1996,F,1931.0
MARK,1754,1972,M,1931.0
STEPHANIE,1754,1999,F,1931.0
MARIA,1753,1973,F,1934.0
SCOTT,1753,1972,M,1934.0
KIMBERLY,1752,1995,F,1936.0
MELISSA,1752,1995,F,1936.0
PAMELA,1751,1962,F,1938.0
DIEGO,1749,2009,M,1939.0
AIDEN,1748,2016,M,1940.0
DANIEL,1747,2019,M,1941.0
LORI,1746,1960,F,1942.0
HEATHER,1745,1978,F,1943.0
JOHN,1743,1999,M,1944.0
EMMA,1742,2004,F,1945.0
KIMBERLY*,1740,1973,F,1946.0
MASON,1740,2013,M,1946.0
ANDREW,1739,1980,M,1948.0
CYNTHIA,1739,1967,F,1948.0
MARK,1739,1973,M,1948.0
BRIAN,1738,2000,M,1951.0
EMMA,1738,2008,F,1951.0
WILLIAM,1738,1979,M,1951.0
ANTHONY,1737,1976,M,1954.0
STEVEN,1737,1976,M,1954.0
LAUREN,1735,1993,F,1956.0
JULIAN,1733,2021,M,1957.0
CHRISTIN*,1732,1962,F,1958.0
JUAN,1732,1980,M,1958.0
LISA,1729,1979,F,1960.0
NATALIE,1729,2009,F,1960.0
JONATHAN,1728,2012,M,1962.0
EMILY,1727,1991,F,1963.0
KIMBERLY,1727,1996,F,1963.0
LAUREN,1726,1986,F,1965.0
ALYSSA,1725,1997,F,1966.0
LUCAS,1724,2019,M,1967.0
LAUREN,1723,1987,F,1968.0
WILLIAM,1723,1980,M,1968.0
LISA,1722,1978,F,1970.0
DANIELLE,1721,1989,F,1971.0
BRANDON,1720,2009,M,1972.0
MELISSA,1719,1996,F,1973.0
JACOB,1718,2018,M,1974.0
WILLIAM,1718,1977,M,1974.0
MELISSA,1717,1997,F,1976.0
CHRISTOPHER,1716,2012,M,1977.0
JONATHAN,1716,1980,M,1977.0
JOSHUA,1715,2012,M,1979.0
NATALIE,1715,2001,F,1979.0
SOPHIA,1715,2004,F,1979.0
CHARLES,1714,1965,M,1982.0
ISAAC,1714,2015,M,1982.0
DAVID,1712,2016,M,1984.0
LISA,1711,1977,F,1985.0
KIMBERLY*,1710,1960,F,1986.0
TERESA,1709,1960,F,1987.0
EMMA,1708,2009,F,1988.0
GREGORY,1708,1966,M,1988.0
HEATHER,1708,1988,F,1988.0
TAYLOR,1707,1994,F,1991.0
EMILY,1706,1990,F,1992.0
JEFFREY,1706,1975,M,1992.0
JESSICA,1705,2004,F,1994.0
JULIE,1705,1966,F,1994.0
MARIA,1705,1983,F,1994.0
LISA,1704,1976,F,1997.0
MICHELLE*,1704,1965,F,1997.0
MATTHEW,1703,2018,M,1999.0
WILLIAM,1703,1975,M,1999.0
JASMINE,1702,1998,F,2001.0
KATHLEEN*,1701,1962,F,2002.0
STEVEN,1701,1973,M,2002.0
VICTORIA,1701,2014,F,2002.0
WILLIAM,1701,1978,M,2002.0
ELIZABETH,1699,2002,F,2006.0
WILLIAM,1699,1976,M,2006.0
JENNIFER,1697,2003,F,2008.0
LAURA,1696,1985,F,2009.0
STEVEN,1696,1977,M,2009.0
KIMBERLY*,1695,1974,F,2011.0
MEGAN,1695,1988,F,2011.0
STEVEN,1695,1975,M,2011.0
KEVIN,1694,1978,M,2014.0
MASON,1694,2015,M,2014.0
NATHAN,1693,2016,M,2016.0
LIAM,1692,2013,M,2017.0
DANIELLE,1691,1990,F,2018.0
KENNETH,1691,1968,M,2018.0
MARY,1691,1967,F,2018.0
TERESA,1690,1961,F,2021.0
JAYDEN,1688,2017,M,2022.0
JULIAN,1688,2020,M,2022.0
MELISSA,1687,1975,F,2024.0
JOSE,1685,1973,M,2025.0
VANESSA,1685,1982,F,2025.0
KAREN,1684,1967,F,2027.0
DYLAN,1681,2015,M,2028.0
ELIZABETH,1681,2001,F,2028.0
KEVIN,1680,1979,M,2030.0
TERESA,1680,1962,F,2030.0
SOFIA,1679,2012,F,2032.0
THOMAS,1678,1971,M,2033.0
ADRIAN,1677,2013,M,2034.0
SOFIA,1677,2017,F,2034.0
HANNAH,1676,1999,F,2036.0
PATRICIA*,1675,1967,F,2037.0
ANTHONY,1674,1972,M,2038.0
RONALD,1673,1967,M,2039.0
TERESA,1673,1963,F,2039.0
BENJAMIN,1671,2012,M,2041.0
JOSE,1671,2011,M,2041.0
SAMANTHA,1669,2010,F,2043.0
MEGAN,1668,1986,F,2044.0
AMBER,1667,1986,F,2045.0
ELIZABETH,1666,2003,F,2046.0
JASMINE,1666,2004,F,2046.0
HANNAH,1665,1998,F,2048.0
JULIE,1665,1960,F,2048.0
ALEXIS,1662,2001,F,2050.0
ISABELLA,1662,2021,F,2050.0
JEREMY,1662,1977,M,2050.0
MEGAN,1662,1987,F,2050.0
JACOB,1661,2019,M,2054.0
SEBASTIAN,1661,2013,M,2054.0
MARIA,1660,1970,F,2056.0
HEATHER,1659,1973,F,2057.0
JASMINE,1659,2002,F,2057.0
ETHAN,1657,2020,M,2059.0
PAMELA,1656,1963,F,2060.0
MARIA,1655,1986,F,2061.0
ANTHONY,1654,2016,M,2062.0
DONNA,1654,1962,F,2062.0
JEFFREY,1654,1977,M,2062.0
JOSHUA,1654,1974,M,2062.0
JULIE,1652,1968,F,2066.0
JASMINE,1651,1999,F,2067.0
JASMINE,1651,2001,F,2067.0
ANGEL,1650,2014,M,2069.0
JENNIFER*,1650,1965,F,2069.0
AARON,1649,2014,M,2071.0
DEBORAH,1649,1966,F,2071.0
BENJAMIN,1648,2020,M,2073.0
PAUL,1648,1971,M,2073.0
DYLAN,1647,2014,M,2075.0
ELIZABET*,1647,1976,F,2075.0
CAMILA,1645,2016,F,2077.0
NATALIE,1645,1999,F,2077.0
AMBER,1644,1985,F,2079.0
ABIGAIL,1642,2012,F,2080.0
GREGORY,1642,1970,M,2080.0
DANIELLE,1641,1986,F,2082.0
CHERYL,1639,1960,F,2083.0
DANIELLE,1639,1985,F,2083.0
DONNA,1639,1961,F,2083.0
LAURA,1639,1970,F,2083.0
NATALIE,1638,2002,F,2087.0
SANDRA,1638,1965,F,2087.0
KEVIN,1637,1980,M,2089.0
MICHELLE*,1637,1964,F,2089.0
ALEXIS,1635,1995,F,2091.0
GABRIEL,1635,2010,M,2091.0
JASMINE,1635,1995,F,2091.0
JOSEPH,1635,2012,M,2091.0
LUCAS,1635,2016,M,2091.0
RACHEL,1634,1991,F,2096.0
AMANDA,1633,1996,F,2097.0
EMMA,1633,2005,F,2097.0
LUCAS,1633,2017,M,2097.0
AIDEN,1632,2017,M,2100.0
ANTHONY,1631,1974,M,2101.0
DYLAN,1631,2013,M,2101.0
ALYSSA,1630,1990,F,2103.0
OLIVIA,1630,2010,F,2103.0
MARIA,1629,1972,F,2105.0
CHRISTIN*,1628,1961,F,2106.0
EMMA,1628,2007,F,2106.0
JAMES,1628,2016,M,2106.0
VANESSA,1628,2000,F,2106.0
MEGAN,1627,1992,F,2110.0
ELIZABET*,1626,1967,F,2111.0
MARK,1626,1974,M,2111.0
GREGORY,1625,1969,M,2113.0
ANTHONY,1623,1975,M,2114.0
ELIZABET*,1623,1966,F,2114.0
CRYSTAL,1620,1985,F,2116.0
MARIA,1619,1998,F,2117.0
AMBER,1618,1988,F,2118.0
ASHLEY,1618,2009,F,2118.0
DANIELLE,1618,1992,F,2118.0
MARIA,1618,1971,F,2118.0
ABIGAIL,1617,2010,F,2122.0
ALYSSA,1617,2005,F,2122.0
BENJAMIN,1617,2021,M,2122.0
HANNAH,1617,1997,F,2122.0
JOSHUA,1616,2013,M,2126.0
LAURA,1615,1966,F,2127.0
SHANNON,1615,1970,F,2127.0
JEFFREY,1614,1979,M,2129.0
AMY,1613,1977,F,2130.0
OLIVER,1613,2019,M,2130.0
CHARLES,1612,1966,M,2132.0
AMBER,1611,1982,F,2133.0
STEPHANIE,1610,1980,F,2134.0
ANTHONY,1609,1973,M,2135.0
AVA,1609,2016,F,2135.0
CHARLES,1609,1970,M,2135.0
JASMINE,1608,2003,F,2138.0
LIAM,1608,2012,M,2138.0
ANDREW,1607,2015,M,2140.0
BARBARA,1605,1960,F,2141.0
HEATHER,1605,1979,F,2141.0
TAYLOR,1603,1995,F,2143.0
LISA,1602,1975,F,2144.0
LISA,1601,1980,F,2145.0
DANIELLE,1599,1991,F,2146.0
JASMINE,1599,2000,F,2146.0
LINDA,1598,1965,F,2148.0
MEGAN,1596,1984,F,2149.0
AMY,1595,1973,F,2150.0
ELIJAH,1595,2020,M,2150.0
ELIZABETH,1595,2004,F,2150.0
CHRISTIAN,1594,2010,M,2153.0
CYNTHIA,1594,1970,F,2153.0
JEFFREY,1594,1976,M,2153.0
SARAH,1592,2001,F,2156.0
ALEXANDER,1591,2020,M,2157.0
CRYSTAL,1590,1986,F,2158.0
MADISON,1590,2001,F,2158.0
BENJAMIN,1587,2011,M,2160.0
ABIGAIL,1586,2016,F,2161.0
AMANDA,1585,1979,F,2162.0
STEPHANIE,1585,2000,F,2162.0
DANIELLE,1584,1984,F,2164.0
SUSAN,1584,1967,F,2164.0
ANDREA,1583,1992,F,2166.0
JAMES,1583,2014,M,2166.0
MICHELLE,1583,1995,F,2166.0
CHERYL,1582,1961,F,2169.0
HEATHER,1582,1970,F,2169.0
KATHLEEN*,1582,1963,F,2169.0
ALEXIS,1581,2002,F,2172.0
NATALIE,1578,2000,F,2173.0
ADRIAN,1576,2014,M,2174.0
JEFFREY,1576,1978,M,2174.0
JUAN,1576,1976,M,2174.0
MADISON,1575,2004,F,2177.0
KIMBERLY,1574,1997,F,2178.0
CHARLES,1572,1969,M,2179.0
HANNAH,1572,2001,F,2179.0
HEATHER,1571,1980,F,2181.0
JOSE,1571,2012,M,2181.0
LAURA,1571,1967,F,2181.0
ABIGAIL,1570,2008,F,2184.0
VICTORIA,1570,2015,F,2184.0
JUSTIN,1569,1979,M,2186.0
MARIA,1569,1999,F,2186.0
NANCY,1569,1960,F,2186.0
AMBER,1568,1981,F,2189.0
ELIJAH,1568,2016,M,2189.0
KEVIN,1568,1972,M,2189.0
CYNTHIA,1566,1969,F,2192.0
ISAAC,1566,2016,M,2192.0
MARIA,1566,1985,F,2192.0
MATTHEW,1566,2019,M,2192.0
SOFIA,1566,2011,F,2192.0
AMBER,1565,1984,F,2197.0
ELIZABET*,1564,1970,F,2198.0
ANDREW,1563,1979,M,2199.0
BRITTANY,1563,1993,F,2199.0
BRANDON,1562,2010,M,2201.0
AMBER,1561,1987,F,2202.0
OLIVER,1561,2017,M,2202.0
JUAN,1560,1979,M,2204.0
ALEXANDRA,1559,1993,F,2205.0
KELLY,1559,1963,F,2205.0
MARIA,1557,1984,F,2207.0
AARON,1556,2016,M,2208.0
ABIGAIL,1556,2011,F,2208.0
ALYSSA,1556,2007,F,2208.0
LUCAS,1556,2018,M,2208.0
NICOLE,1556,1977,F,2208.0
GREGORY,1554,1967,M,2213.0
DAVID,1553,2017,M,2214.0
REBECCA,1553,1990,F,2214.0
ABIGAIL,1552,2009,F,2216.0
VICTORIA,1552,2016,F,2216.0
