Names,Frequency,Years,Gender,Rank
BRANDON,2779,1995,M,760.0
KIMBERLY*,2778,1970,F,761.0
ASHLEY,2777,2005,F,762.0
ISABELLA,2777,2013,F,762.0
JUAN,2777,1991,M,762.0
AMANDA,2776,1992,F,765.0
EMILY,2770,2008,F,766.0
MICHELLE*,2770,1972,F,766.0
CHRISTIAN,2768,1993,M,768.0
DANIEL,2768,1973,M,768.0
BRIAN,2767,1978,M,770.0
NOAH,2766,2014,M,771.0
CHRISTIAN,2761,1995,M,772.0
JOSE,2760,1983,M,773.0
KEVIN,2759,1987,M,774.0
CHRISTOPHER,2758,2004,M,775.0
JEFFREY,2757,1970,M,776.0
SAMANTHA,2757,1991,F,776.0
JEFFREY,2754,1966,M,778.0
NOAH,2754,2015,M,778.0
JACOB,2753,1993,M,780.0
SCOTT,2753,1962,M,780.0
ANDREW,2751,1984,M,782.0
SAMANTHA,2750,1990,F,783.0
SOPHIA,2749,2016,F,784.0
DIEGO,2748,2006,M,785.0
EMMA,2746,2018,F,786.0
JOSHUA,2745,2008,M,787.0
WILLIAM,2745,1969,M,787.0
JAYDEN,2744,2011,M,789.0
NICHOLAS,2744,1998,M,789.0
JOSEPH,2742,2000,M,791.0
MICHAEL,2742,2005,M,791.0
MATTHEW,2739,2006,M,793.0
MATTHEW,2738,1976,M,794.0
BRIAN,2737,1980,M,795.0
JUAN,2737,1990,M,795.0
KIMBERLY*,2737,1968,F,795.0
BRANDON,2736,1991,M,798.0
EMMA,2734,2017,F,799.0
THOMAS,2733,1964,M,800.0
ASHLEY,2732,2003,F,801.0
ERIC,2732,1991,M,801.0
JEFFREY,2732,1965,M,801.0
MELISSA,2730,1982,F,804.0
BRANDON,2727,1998,M,805.0
ERIC,2726,1987,M,806.0
BRIAN,2725,1984,M,807.0
BRIAN,2724,1982,M,808.0
KAREN,2723,1963,F,809.0
RICHARD,2723,1971,M,809.0
ALEXANDER,2722,1991,M,811.0
JONATHAN,2719,2002,M,812.0
MICHAEL,2718,2006,M,813.0
ISABELLA,2713,2014,F,814.0
DANIEL,2711,1969,M,815.0
JOSEPH,2708,2001,M,816.0
STEPHANIE,2708,1986,F,816.0
ASHLEY,2707,2001,F,818.0
EMMA,2707,2015,F,818.0
ELIZABETH,2705,1988,F,820.0
JOSEPH,2704,2003,M,821.0
BRANDON,2703,1985,M,822.0
NICHOLAS,2700,1987,M,823.0
SARAH,2700,1991,F,823.0
JEFFREY,2698,1968,M,825.0
JONATHAN,2697,2003,M,826.0
NICOLE,2697,1986,F,826.0
ASHLEY,2696,1998,F,828.0
JASON,2696,1985,M,828.0
TIMOTHY,2695,1960,M,830.0
JACOB,2694,2014,M,831.0
DEBRA,2692,1960,F,832.0
JEFFREY,2689,1969,M,833.0
MARK,2689,1970,M,833.0
DANIEL,2688,1966,M,835.0
NOAH,2687,2016,M,836.0
NOAH,2686,2019,M,837.0
BRITTANY,2685,1990,F,838.0
JAMES,2685,1992,M,838.0
NICHOLAS,2685,1986,M,838.0
CHRISTIN*,2682,1967,F,841.0
SCOTT,2682,1963,M,841.0
BRIAN,2678,1976,M,843.0
ANTHONY,2677,2011,M,844.0
JOSEPH,2676,2002,M,845.0
EMMA,2675,2014,F,846.0
LINDA,2674,1961,F,847.0
ASHLEY,2670,2002,F,848.0
BRIAN,2670,1983,M,848.0
RYAN,2669,1995,M,850.0
JOHN,2668,1991,M,851.0
PATRICIA*,2668,1960,F,851.0
BRIAN,2667,1979,M,853.0
ETHAN,2667,2009,M,853.0
JOSE,2666,1979,M,855.0
ETHAN,2665,2012,M,856.0
SAMANTHA,2665,1998,F,856.0
KEVIN,2664,1963,M,858.0
ASHLEY,2663,1996,F,859.0
JENNIFER,2663,1995,F,859.0
DANIEL,2661,2012,M,861.0
EMILY,2660,1998,F,862.0
JENNIFER,2660,1999,F,862.0
JUAN,2656,1994,M,864.0
ETHAN,2655,2013,M,865.0
NICHOLAS,2654,1985,M,866.0
SOPHIA,2653,2009,F,867.0
DANIEL,2652,1968,M,868.0
JUAN,2651,1993,M,869.0
BRIAN,2650,1968,M,870.0
CHRISTIN*,2648,1977,F,871.0
SARAH,2647,1992,F,872.0
CHRISTOP*,2645,1965,M,873.0
ERIC,2644,1989,M,874.0
MELISSA,2643,1983,F,875.0
JOSEPH,2642,1979,M,876.0
ERIC,2640,1988,M,877.0
NOAH,2640,2020,M,877.0
CHRISTIN*,2638,1975,F,879.0
NICOLE,2636,1984,F,880.0
JONATHAN,2635,2005,M,881.0
JASON,2633,1986,M,882.0
KAREN,2633,1965,F,882.0
KYLE,2633,1990,M,882.0
STEVEN,2630,1990,M,885.0
DAVID,2625,2009,M,886.0
JONATHAN,2625,2006,M,886.0
DANIEL,2624,1967,M,888.0
MATTHEW,2624,2012,M,888.0
STEPHANIE,2624,1985,F,888.0
ROBERT,2622,1993,M,891.0
BRIAN,2621,1970,M,892.0
NOAH,2621,2021,M,892.0
SARAH,2621,1983,F,892.0
DIEGO,2620,2007,M,895.0
STEPHANIE,2620,1996,F,895.0
JASON,2619,1969,M,897.0
MIA,2619,2014,F,897.0
NICOLE,2619,1983,F,897.0
ANDREW,2615,1983,M,900.0
ERIC,2615,1969,M,900.0
BRANDON,2614,2000,M,902.0
OLIVIA,2613,2019,F,903.0
DANIEL,2612,1970,M,904.0
CHRISTIN*,2610,1976,F,905.0
NICHOLAS,2610,1997,M,905.0
BRIAN,2609,1981,M,907.0
CHRISTOPHER,2607,2008,M,908.0
ASHLEY,2605,1997,F,909.0
ASHLEY,2605,2006,F,909.0
ALEXANDER,2599,2007,M,911.0
EMMA,2599,2016,F,911.0
DANIEL,2598,2013,M,913.0
SOPHIA,2596,2007,F,914.0
ALEXANDER,2593,2010,M,915.0
ASHLEY,2593,1999,F,915.0
ELIZABETH,2593,1993,F,915.0
CHRISTIN*,2590,1972,F,918.0
CHRISTOPHER,2589,2005,M,919.0
KENNETH,2587,1962,M,920.0
BRIAN,2586,1988,M,921.0
MIA,2586,2013,F,921.0
JONATHAN,2584,1984,M,923.0
MATTHEW,2583,1975,M,924.0
NICOLE,2582,1988,F,925.0
MIA,2581,2017,F,926.0
ANDREW,2580,2009,M,927.0
JUSTIN,2580,1982,M,927.0
NOAH,2578,2018,M,929.0
SAMANTHA,2577,1989,F,930.0
CHRISTIAN,2576,1997,M,931.0
JAYDEN,2576,2013,M,931.0
SAMANTHA,2576,2000,F,931.0
JUSTIN,2575,1991,M,934.0
JOSE,2574,2008,M,935.0
MATTHEW,2574,2007,M,935.0
SAMANTHA,2571,2003,F,937.0
NICHOLAS,2569,2000,M,938.0
JOHN,2567,1992,M,939.0
BRIAN,2565,1975,M,940.0
SOPHIA,2565,2008,F,940.0
KENNETH,2563,1960,M,942.0
ETHAN,2561,2014,M,943.0
RYAN,2560,2003,M,944.0
CYNTHIA,2559,1963,F,945.0
BRIAN,2557,1985,M,946.0
KIMBERLY*,2556,1964,F,947.0
ANGEL,2553,2010,M,948.0
MATTHEW,2553,2013,M,948.0
ALEXANDER,2552,1994,M,950.0
DANIEL,2550,2014,M,951.0
JOSHUA,2550,1978,M,951.0
JACOB,2549,2015,M,953.0
MELISSA,2549,1984,F,953.0
RYAN,2549,2000,M,953.0
GREGORY,2548,1962,M,956.0
MICHAEL,2548,2007,M,956.0
SARAH,2548,1980,F,956.0
JONATHAN,2546,2004,M,959.0
JENNIFER,2544,1998,F,960.0
KEVIN,2544,1997,M,960.0
CHRISTIAN,2542,1994,M,962.0
KEVIN,2542,1964,M,962.0
NOAH,2542,2013,M,962.0
DEBORAH,2540,1962,F,965.0
NICOLE,2540,1987,F,965.0
OLIVIA,2537,2016,F,967.0
ALEXANDER,2536,1990,M,968.0
EMILY,2536,2009,F,968.0
MELISSA,2536,1987,F,968.0
MELISSA,2536,1988,F,968.0
MATTHEW,2535,2008,M,972.0
SAMANTHA,2535,2002,F,972.0
SUSAN,2535,1964,F,972.0
JOSEPH,2534,2005,M,975.0
KENNETH,2534,1961,M,975.0
MELISSA,2532,1991,F,977.0
SAMANTHA,2529,1993,F,978.0
MATTHEW,2527,1974,M,979.0
BRANDON,2524,1986,M,980.0
DANIEL,2524,1972,M,980.0
JESSICA,2523,1979,F,982.0
LUIS,2522,1993,M,983.0
PATRICIA*,2522,1961,F,983.0
SARAH,2521,1993,F,985.0
EMILY,2518,1997,F,986.0
ETHAN,2518,2008,M,986.0
SAMANTHA,2518,2001,F,986.0
ASHLEY,2517,2007,F,989.0
NICHOLAS,2517,1999,M,989.0
NATHAN,2516,2008,M,991.0
JEFFREY,2515,1967,M,992.0
OLIVIA,2515,2015,F,992.0
RONALD,2515,1961,M,992.0
NOAH,2513,2017,M,995.0
JOSE,2512,1978,M,996.0
KENNETH,2512,1963,M,996.0
ETHAN,2511,2007,M,998.0
MICHELLE*,2510,1974,F,999.0
MELISSA,2509,1985,F,1000.0
RYAN,2509,2004,M,1000.0
JUAN,2508,1996,M,1002.0
KYLE,2508,1991,M,1002.0
MICHAEL,2505,2008,M,1004.0
JOSEPH,2504,1978,M,1005.0
NOAH,2502,2012,M,1006.0
ERIC,2501,1985,M,1007.0
RYAN,2501,1999,M,1007.0
SAMANTHA,2501,1992,F,1007.0
JACOB,2500,1992,M,1010.0
STEVEN,2500,1985,M,1010.0
ERIC,2496,1992,M,1012.0
TYLER,2496,1992,M,1012.0
DEBORAH,2495,1961,F,1014.0
KAREN,2495,1964,F,1014.0
MIA,2495,2018,F,1014.0
GREGORY,2494,1963,M,1017.0
SARAH,2494,1984,F,1017.0
JENNIFER,2493,1996,F,1019.0
JONATHAN,2493,2007,M,1019.0
ANGEL,2492,2001,M,1021.0
DEBORAH,2490,1960,F,1022.0
JESSICA,2490,1999,F,1022.0
SAMANTHA,2489,2005,F,1024.0
ALEXANDER,2487,2006,M,1025.0
LIAM,2487,2021,M,1025.0
ALEXANDER,2485,2014,M,1027.0
DANIEL,2485,1971,M,1027.0
SANDRA,2483,1961,F,1029.0
CHRISTIN*,2481,1966,F,1030.0
MICHELLE*,2479,1973,F,1031.0
OLIVIA,2479,2017,F,1031.0
SAMANTHA,2479,2004,F,1031.0
NICHOLAS,2478,1984,M,1034.0
SAMANTHA,2478,1997,F,1034.0
STEVEN,2478,1988,M,1034.0
EMMA,2477,2013,F,1037.0
RONALD,2477,1960,M,1037.0
STEVEN,2476,1989,M,1039.0
THOMAS,2476,1965,M,1039.0
BRANDON,2475,1999,M,1041.0
ANTHONY,2473,1982,M,1042.0
NICOLE,2469,1989,F,1043.0
DANIEL,2468,2015,M,1044.0
JUAN,2468,1995,M,1044.0
MATTHEW,2468,2014,M,1044.0
JESSICA,2467,2000,F,1047.0
RYAN,2467,1977,M,1047.0
ELIZABETH,2466,1985,F,1049.0
ETHAN,2466,2015,M,1049.0
OLIVIA,2465,2018,F,1051.0
ANTHONY,2464,1983,M,1052.0
ERIC,2464,1986,M,1052.0
KENNETH,2464,1964,M,1052.0
CHRISTIN*,2462,1965,F,1055.0
LUIS,2462,1997,M,1055.0
BRIAN,2460,1987,M,1057.0
TYLER,2460,1993,M,1057.0
MATTHEW,2459,2011,M,1059.0
STEPHANIE,2459,1984,F,1059.0
RYAN,2458,1996,M,1061.0
ETHAN,2457,2010,M,1062.0
ALEXANDER,2454,2011,M,1063.0
ERIC,2454,1967,M,1063.0
ALEXANDER,2453,1995,M,1065.0
BRIAN,2452,1971,M,1066.0
NATHAN,2452,2007,M,1066.0
CYNTHIA,2451,1964,F,1068.0
CHRISTINA,2450,1985,F,1069.0
SAMANTHA,2450,1996,F,1069.0
CHRISTIN*,2449,1974,F,1071.0
KEVIN,2449,1961,M,1071.0
ALEXANDER,2448,2005,M,1073.0
EMILY,2448,1996,F,1073.0
JONATHAN,2448,1983,M,1073.0
ALEXANDER,2446,2004,M,1076.0
MICHELLE,2446,1982,F,1076.0
JONATHAN,2445,1982,M,1078.0
NATHAN,2444,2006,M,1079.0
ISABELLA,2443,2004,F,1080.0
JUSTIN,2442,1983,M,1081.0
BRIAN,2441,1967,M,1082.0
JUSTIN,2440,1981,M,1083.0
MIA,2440,2006,F,1083.0
JOSHUA,2439,1977,M,1085.0
MELISSA,2438,1989,F,1086.0
CHRISTIAN,2437,2000,M,1087.0
CHRISTIN*,2437,1973,F,1087.0
EMMA,2437,2012,F,1087.0
MELISSA,2437,1978,F,1087.0
STEVEN,2437,1986,M,1087.0
SOPHIA,2436,2017,F,1092.0
SAMANTHA,2433,1994,F,1093.0
LUIS,2432,1992,M,1094.0
RYAN,2432,1978,M,1094.0
TYLER,2432,1994,M,1094.0
JASON,2431,1987,M,1097.0
JAYDEN,2431,2010,M,1097.0
TIMOTHY,2431,1965,M,1097.0
JOSEPH,2429,2004,M,1100.0
KEVIN,2429,1962,M,1100.0
LIAM,2429,2020,M,1100.0
RONALD,2426,1962,M,1103.0
JUSTIN,2424,1995,M,1104.0
MATTHEW,2423,2015,M,1105.0
RYAN,2423,1998,M,1105.0
MELISSA,2422,1990,F,1107.0
RONALD,2422,1963,M,1107.0
MATTHEW,2420,2009,M,1109.0
ROBERT,2420,1994,M,1109.0
SARAH,2420,1985,F,1109.0
EMILY,2419,2012,F,1112.0
LINDA,2418,1962,F,1113.0
MICHELLE,2417,1990,F,1114.0
ALEXANDER,2415,2012,M,1115.0
LIAM,2415,2018,M,1115.0
JOSEPH,2414,1964,M,1117.0
JACOB,2413,1991,M,1118.0
SAMANTHA,2413,1995,F,1118.0
ANTHONY,2412,2012,M,1120.0
DAVID,2412,2010,M,1120.0
OLIVIA,2411,2014,F,1122.0
OLIVIA,2411,2021,F,1122.0
MATTHEW,2410,2016,M,1124.0
MICHELLE,2409,1981,F,1125.0
ERIC,2408,1968,M,1126.0
PAUL,2408,1964,M,1126.0
DEBORAH,2407,1963,F,1128.0
JOSHUA,2407,2009,M,1128.0
BRITTANY,2406,1988,F,1130.0
LIAM,2406,2019,M,1130.0
JOHN,2405,1993,M,1132.0
TIMOTHY,2405,1961,M,1132.0
JUSTIN,2404,1980,M,1134.0
SANDRA,2404,1960,F,1134.0
STEVEN,2404,1991,M,1134.0
EMMA,2403,2019,F,1137.0
NATHAN,2401,2005,M,1138.0
ERIC,2398,1971,M,1139.0
MELISSA,2394,1986,F,1140.0
ISABELLA,2392,2015,F,1141.0
ETHAN,2391,2006,M,1142.0
KEVIN,2391,2001,M,1142.0
ELIZABETH,2390,1987,F,1144.0
EMILY,2389,2011,F,1145.0
JOSEPH,2387,1962,M,1146.0
WILLIAM,2387,1971,M,1146.0
CHRISTOPHER,2386,2009,M,1148.0
EMILY,2385,2010,F,1149.0
TYLER,2385,1995,M,1149.0
ETHAN,2384,2011,M,1151.0
ALEXANDER,2382,2002,M,1152.0
KEVIN,2381,1986,M,1153.0
JESSICA,2380,1978,F,1154.0
NICOLE,2379,1982,F,1155.0
JUSTIN,2378,1984,M,1156.0
AMANDA,2377,1993,F,1157.0
MICHELLE,2376,1979,F,1158.0
MICHELLE,2375,1980,F,1159.0
ALEXANDER,2374,2013,M,1160.0
ANDREW,2372,2010,M,1161.0
SCOTT,2372,1969,M,1161.0
STEVEN,2372,1987,M,1161.0
TIMOTHY,2370,1966,M,1164.0
ELIZABETH,2369,1983,F,1165.0
KYLE,2369,1989,M,1165.0
BRANDON,2367,1984,M,1167.0
JAYDEN,2366,2014,M,1168.0
SAMANTHA,2366,2007,F,1168.0
ALEXANDER,2365,2003,M,1170.0
ETHAN,2365,2004,M,1170.0
GREGORY,2364,1961,M,1172.0
LUIS,2364,1994,M,1172.0
MIA,2364,2019,F,1172.0
BRIAN,2363,1966,M,1175.0
PATRICIA*,2363,1964,F,1175.0
BRANDON,2361,2003,M,1177.0
ETHAN,2361,2005,M,1177.0
JOSEPH,2359,2006,M,1179.0
MICHELLE,2357,1983,F,1180.0
STEPHANIE,2356,1983,F,1181.0
BRANDON,2355,1988,M,1182.0
ANGEL,2353,2000,M,1183.0
CHRISTIAN,2353,1998,M,1183.0
LISA,2353,1972,F,1183.0
CHRISTIN*,2352,1964,F,1186.0
OLIVIA,2352,2020,F,1186.0
KEVIN,2351,2000,M,1188.0
JAMES,2349,1993,M,1189.0
JUAN,2349,1998,M,1189.0
ELIZABETH,2347,1986,F,1191.0
ELIZABETH,2346,1994,F,1192.0
ISABELLA,2346,2016,F,1192.0
TIMOTHY,2345,1962,M,1194.0
ISABELLA,2344,2005,F,1195.0
JOSEPH,2344,1963,M,1195.0
KEVIN,2344,2002,M,1195.0
RYAN,2344,1997,M,1195.0
JOSEPH,2343,1965,M,1199.0
MICHELLE,2343,1992,F,1199.0
ISABELLA,2342,2017,F,1201.0
MICHELLE,2341,1989,F,1202.0
ANTHONY,2340,1981,M,1203.0
MICHAEL,2338,2009,M,1204.0
JOSE,2336,1976,M,1205.0
SAMANTHA,2336,2006,F,1205.0
SCOTT,2336,1964,M,1205.0
ERIC,2334,1984,M,1208.0
NATHAN,2334,2009,M,1208.0
SCOTT,2332,1970,M,1210.0
RYAN,2331,2005,M,1211.0
ERIC,2329,1983,M,1212.0
ETHAN,2329,2016,M,1212.0
JOSEPH,2329,1977,M,1212.0
JUAN,2328,1999,M,1215.0
RICHARD,2326,1972,M,1216.0
BRIAN,2325,1990,M,1217.0
KEVIN,2325,1960,M,1217.0
TIMOTHY,2325,1967,M,1217.0
CHRISTIAN,2324,2001,M,1220.0
JUAN,2324,1997,M,1220.0
ANDREW,2322,1982,M,1222.0
EMILY,2318,1995,F,1223.0
MIA,2315,2012,F,1224.0
NICOLE,2315,1981,F,1224.0
NICOLE,2315,1992,F,1224.0
CHRISTIAN,2314,1999,M,1227.0
BRANDON,2313,1987,M,1228.0
CHRISTOP*,2313,1963,M,1228.0
PAUL,2312,1963,M,1230.0
JOSE,2310,1977,M,1231.0
NICHOLAS,2309,2001,M,1232.0
RYAN,2308,2001,M,1233.0
DIEGO,2307,2005,M,1234.0
JONATHAN,2306,2008,M,1235.0
MATTHEW,2305,1971,M,1236.0
NATHAN,2305,2004,M,1236.0
ALEXANDER,2304,1989,M,1238.0
ALEXANDER,2304,2015,M,1238.0
ERIC,2303,1980,M,1240.0
SCOTT,2303,1968,M,1240.0
CHRISTINA,2302,1986,F,1242.0
KEVIN,2302,1999,M,1242.0
PATRICIA*,2302,1962,F,1242.0
STEVEN,2302,1971,M,1242.0
JOHN,2301,1994,M,1246.0
MIA,2301,2011,F,1246.0
NICOLE,2301,1990,F,1246.0
AMANDA,2299,1984,F,1249.0
KEVIN,2299,1965,M,1249.0
LUIS,2299,1998,M,1249.0
BRIAN,2297,1989,M,1252.0
JUSTIN,2296,1986,M,1253.0
ASHLEY,2293,1983,F,1254.0
CHRISTOP*,2293,1964,M,1254.0
DAVID,2293,2011,M,1254.0
MARY,2293,1965,F,1254.0
TIMOTHY,2293,1964,M,1254.0
DANIEL,2292,2016,M,1259.0
JOSEPH,2292,2007,M,1259.0
MARIA,2291,1990,F,1261.0
KIMBERLY*,2288,1971,F,1262.0
TIMOTHY,2288,1963,M,1262.0
SCOTT,2286,1971,M,1264.0
VANESSA,2286,1988,F,1264.0
LUIS,2285,2000,M,1266.0
KEVIN,2284,1970,M,1267.0
STEVEN,2284,1984,M,1267.0
BRIAN,2283,1986,M,1269.0
NICHOLAS,2283,1983,M,1269.0
VANESSA,2283,1989,F,1269.0
MICHELLE,2282,1991,F,1272.0
PAUL,2281,1965,M,1273.0
RYAN,2281,2002,M,1273.0
EMILY,2280,2013,F,1275.0
ANDREW,2278,2011,M,1276.0
CHRISTINA,2277,1983,F,1277.0
MARIA,2273,1991,F,1278.0
MARIA,2273,1992,F,1278.0
MICHELLE,2273,1988,F,1278.0
MELISSA,2272,1992,F,1281.0
LUIS,2271,1999,M,1282.0
PATRICIA*,2269,1963,F,1283.0
ELIZABETH,2268,1981,F,1284.0
LUIS,2268,1990,M,1284.0
EMILY,2267,2014,F,1286.0
SEBASTIAN,2267,2017,M,1286.0
ALEXANDER,2266,1988,M,1288.0
CHRISTOP*,2266,1961,M,1288.0
ERIC,2266,1972,M,1288.0
GREGORY,2266,1960,M,1288.0
BRANDON,2265,2001,M,1292.0
KEVIN,2265,2003,M,1292.0
SEBASTIAN,2265,2016,M,1292.0
BRIAN,2264,1963,M,1295.0
ELIZABETH,2262,1982,F,1296.0
ELIZABETH,2262,1984,F,1296.0
JAYDEN,2262,2009,M,1296.0
MICHELLE,2262,1978,F,1296.0
NATHAN,2262,2010,M,1296.0
JACOB,2260,2016,M,1301.0
ALEXANDER,2258,1996,M,1302.0
BRANDON,2257,2002,M,1303.0
CHRISTIAN,2257,2002,M,1303.0
JENNIFER,2256,2000,F,1305.0
BRITTANY,2255,1991,F,1306.0
SAMANTHA,2255,2008,F,1306.0
STEVEN,2255,1983,M,1306.0
KIMBERLY*,2254,1963,F,1309.0
JEFFREY,2253,1971,M,1310.0
JUSTIN,2253,1996,M,1310.0
NICHOLAS,2253,1982,M,1310.0
ETHAN,2252,2002,M,1313.0
MATTHEW,2252,1973,M,1313.0
AMANDA,2249,1982,F,1315.0
RICHARD,2248,1982,M,1316.0
JONATHAN,2245,1981,M,1317.0
JUSTIN,2245,1985,M,1317.0
JAMES,2244,1994,M,1319.0
SARAH,2244,1996,F,1319.0
NATHAN,2242,2011,M,1321.0
AMANDA,2239,1983,F,1322.0
SARAH,2239,1994,F,1322.0
LUIS,2237,1996,M,1324.0
RICHARD,2237,1989,M,1324.0
SAMANTHA,2235,1988,F,1326.0
JOSEPH,2234,1961,M,1327.0
DEBORAH,2232,1964,F,1328.0
SARAH,2231,1995,F,1329.0
CHRISTINA,2230,1988,F,1330.0
KYLE,2230,1988,M,1330.0
MICHELLE*,2230,1975,F,1330.0
NATHAN,2230,2012,M,1330.0
JUSTIN,2229,1994,M,1334.0
ALEXANDER,2228,1998,M,1335.0
ETHAN,2228,2003,M,1335.0
KYLE,2228,1987,M,1335.0
RICHARD,2227,1985,M,1338.0
ALEXANDER,2226,1999,M,1339.0
JESSICA,2226,2001,F,1339.0
JOSEPH,2226,1970,M,1339.0
ANTHONY,2225,2013,M,1342.0
RONALD,2225,1964,M,1342.0
GREGORY,2224,1964,M,1344.0
JESSICA,2224,1977,F,1344.0
KIMBERLY*,2223,1962,F,1346.0
NATALIE,2223,2006,F,1346.0
MATEO,2222,2019,M,1348.0
KEVIN,2221,1985,M,1349.0
MATTHEW,2220,1972,M,1350.0
CHRISTOP*,2219,1962,M,1351.0
JUAN,2219,2005,M,1351.0
JUSTIN,2219,1999,M,1351.0
KEVIN,2219,1998,M,1351.0
ALEXANDER,2218,2016,M,1355.0
PAUL,2217,1966,M,1356.0
SEBASTIAN,2217,2018,M,1356.0
MATTHEW,2216,2010,M,1358.0
JUAN,2215,2000,M,1359.0
NOAH,2215,2011,M,1359.0
TIMOTHY,2214,1968,M,1361.0
ROBERT,2213,1995,M,1362.0
NICOLE,2212,1980,F,1363.0
DEBRA,2211,1961,F,1364.0
AMY,2210,1976,F,1365.0
KENNETH,2209,1965,M,1366.0
JOSEPH,2208,2008,M,1367.0
BRANDON,2207,2004,M,1368.0
VANESSA,2206,1990,F,1369.0
CHRISTINA,2204,1984,F,1370.0
ISABELLA,2204,2018,F,1370.0
LAUREN,2204,1989,F,1370.0
WILLIAM,2204,1989,M,1370.0
CYNTHIA,2200,1965,F,1374.0
MICHELLE,2200,1984,F,1374.0
RICHARD,2199,1983,M,1376.0
CHRISTIAN,2196,2006,M,1377.0
ELIZABETH,2196,1995,F,1377.0
MELISSA,2196,1977,F,1377.0
VANESSA,2196,1993,F,1377.0
KEVIN,2195,2005,M,1381.0
MICHELLE*,2195,1977,F,1381.0
ERIC,2194,1993,M,1383.0
RICHARD,2194,1981,M,1383.0
AMY,2193,1975,F,1385.0
CAMILA,2192,2020,F,1386.0
NICHOLAS,2190,2002,M,1387.0
ANTHONY,2187,1967,M,1388.0
LIAM,2187,2017,M,1388.0
THOMAS,2187,1969,M,1388.0
MIA,2184,2005,F,1391.0
PAUL,2184,1968,M,1391.0
BRANDON,2183,1983,M,1393.0
EMMA,2182,2021,F,1394.0
CHRISTINA,2179,1987,F,1395.0
JOSEPH,2178,1960,M,1396.0
JOSE,2177,2009,M,1397.0
LUIS,2174,1995,M,1398.0
ALEXANDER,2173,2000,M,1399.0
ISABELLA,2173,2003,F,1399.0
CHARLES,2172,1960,M,1401.0
CHARLES,2172,1961,M,1401.0
NICOLE,2170,1991,F,1403.0
NICOLE,2168,1979,F,1404.0
EMILY,2165,1994,F,1405.0
RICHARD,2165,1984,M,1405.0
VANESSA,2165,1992,F,1405.0
LAUREN,2164,1990,F,1408.0
VANESSA,2164,1991,F,1408.0
NICOLE,2163,1993,F,1410.0
SCOTT,2163,1967,M,1410.0
ALEXANDER,2162,1997,M,1412.0
BRIAN,2162,1965,M,1412.0
DONALD,2162,1960,M,1412.0
ELIZABETH,2162,1980,F,1412.0
PAUL,2162,1961,M,1412.0
ANGEL,2161,2011,M,1417.0
PATRICIA*,2160,1965,F,1418.0
RICHARD,2160,1988,M,1418.0
AMANDA,2158,1994,F,1420.0
SOPHIA,2158,2018,F,1420.0
PAUL,2157,1962,M,1422.0
PAUL,2157,1967,M,1422.0
SANDRA,2157,1962,F,1422.0
JUSTIN,2156,2000,M,1425.0
ERIC,2155,1965,M,1426.0
LAURA,2155,1964,F,1426.0
SEBASTIAN,2154,2019,M,1428.0
STEPHANIE,2153,1997,F,1429.0
ANTHONY,2152,1969,M,1430.0
MICHELLE,2152,1993,F,1430.0
OLIVIA,2152,2013,F,1430.0
ADRIAN,2150,2007,M,1433.0
JOSEPH,2149,1967,M,1434.0
THOMAS,2149,1967,M,1434.0
VANESSA,2149,1996,F,1434.0
CHRISTINA,2148,1982,F,1437.0
DAVID,2147,2012,M,1438.0
ETHAN,2147,2017,M,1438.0
BRANDON,2146,2007,M,1440.0
DIEGO,2146,2008,M,1440.0
DONALD,2146,1961,M,1440.0
MATTHEW,2146,1970,M,1440.0
AUSTIN,2145,1995,M,1444.0
LINDA,2144,1963,F,1445.0
EMILY,2142,2015,F,1446.0
LAURA,2141,1963,F,1447.0
RICHARD,2141,1987,M,1447.0
THOMAS,2141,1966,M,1447.0
ADRIAN,2140,2008,M,1450.0
JUSTIN,2139,1997,M,1451.0
ANDREW,2138,2012,M,1452.0
KEVIN,2136,2004,M,1453.0
LUIS,2136,2001,M,1453.0
PAUL,2136,1960,M,1453.0
JOSEPH,2135,1969,M,1456.0
JOSEPH,2135,1976,M,1456.0
PAUL,2135,1969,M,1456.0
JAYDEN,2134,2015,M,1459.0
MATTHEW,2132,2017,M,1460.0
MARIA,2131,1981,F,1461.0
MARIA,2131,1993,F,1461.0
RICHARD,2129,1986,M,1463.0
SARAH,2129,1998,F,1463.0
THOMAS,2129,1968,M,1463.0
SARAH,2128,1997,F,1466.0
ERIC,2127,1966,M,1467.0
MATEO,2125,2021,M,1468.0
RICHARD,2124,1980,M,1469.0
JOSHUA,2121,2010,M,1470.0
EMMA,2117,2020,F,1471.0
SCOTT,2117,1961,M,1471.0
BRANDON,2115,2005,M,1473.0
RICHARD,2115,1973,M,1473.0
ANTHONY,2114,1970,M,1475.0
NOAH,2114,2010,M,1475.0
EMMA,2113,2011,F,1477.0
JOSE,2113,1975,M,1477.0
NATHAN,2113,2003,M,1477.0
SANDRA,2113,1963,F,1477.0
ELIZABETH,2112,1996,F,1481.0
JOSEPH,2112,1966,M,1481.0
JUAN,2111,2004,M,1483.0
MELISSA,2110,1993,F,1484.0
DEBRA,2109,1962,F,1485.0
ERIC,2109,1981,M,1485.0
ADRIAN,2108,2006,M,1487.0
SARAH,2107,1978,F,1488.0
AMANDA,2106,1981,F,1489.0
ERIC,2104,1982,M,1490.0
MATEO,2104,2018,M,1490.0
CHARLES,2103,1963,M,1492.0
